,latitude,longitude,address
344,31.233516,121.491431,31.233516-121.491431
365,31.22622,121.506261,31.22622-121.506261
373,31.223981,121.478274,31.223981-121.478274
380,31.224117,121.4732,31.224117-121.4732
423,31.256071,121.462096,31.256071-121.462096
426,31.237435,121.455917,31.237435-121.455917
430,31.236009,121.478941,31.236009-121.478941
432,31.224552,121.482535,31.224552-121.482535
433,31.200811,121.444401,31.200811-121.444401
443,31.166058,121.403691,31.166058-121.403691
448,31.228047,121.425893,31.228047-121.425893
449,31.224154,121.43807,31.224154-121.43807
452,31.229071,121.452449,31.229071-121.452449
455,31.234499,121.463079,31.234499-121.463079
461,31.242867,121.490229,31.242867-121.490229
465,31.244555,121.5099,31.244555-121.5099
468,31.236828,121.514196,31.236828-121.514196
471,31.234796,121.533464,31.234796-121.533464
475,31.224126,121.547664,31.224126-121.547664
476,31.221777,121.558508,31.221777-121.558508
477,31.207247,121.572933,31.207247-121.572933
479,31.242837,121.455083,31.242837-121.455083
485,31.233452,121.480931,31.233452-121.480931
488,31.222609,121.378494,31.222609-121.378494
489,31.234867,121.46325,31.234867-121.46325
497,31.240453,121.511773,31.240453-121.511773
499,31.243974,121.555758,31.243974-121.555758
500,31.235043,121.523389,31.235043-121.523389
501,31.213903,121.410198,31.213903-121.410198
503,31.256232,121.498254,31.256232-121.498254
519,31.25563,121.508513,31.25563-121.508513
531,31.247009,121.47942,31.247009-121.47942
539,31.242365,121.503571,31.242365-121.503571
569,31.245624,121.522839,31.245624-121.522839
583,31.235072,121.518805,31.235072-121.518805
589,31.240478,121.526884,31.240478-121.526884
634,31.240601,121.442307,31.240601-121.442307
647,31.233984,121.524823,31.233984-121.524823
648,31.241762,121.50497,31.241762-121.50497
654,31.24478,121.505751,31.24478-121.505751
662,31.228627,121.480756,31.228627-121.480756
692,31.242584,121.449606,31.242584-121.449606
693,31.230395,121.46599,31.230395-121.46599
703,31.241014,121.48529,31.241014-121.48529
737,31.239454,121.46057,31.239454-121.46057
743,31.233674,121.498294,31.233674-121.498294
760,31.236177,121.493181,31.236177-121.493181
764,31.235177,121.451385,31.235177-121.451385
766,31.255256,121.500499,31.255256-121.500499
786,31.223004,121.465956,31.223004-121.465956
789,31.240013,121.487148,31.240013-121.487148
793,31.241577,121.485099,31.241577-121.485099
794,31.234496,121.521516,31.234496-121.521516
798,31.240806,121.481992,31.240806-121.481992
803,31.229057,121.452254,31.229057-121.452254
814,31.159523,121.435774,31.159523-121.435774
823,31.230363,121.5056,31.230363-121.5056
826,31.263495,121.496653,31.263495-121.496653
827,31.235154,121.533056,31.235154-121.533056
830,31.18078,121.423677,31.18078-121.423677
831,31.251161,121.489743,31.251161-121.489743
833,31.283289,121.510576,31.283289-121.510576
836,31.275801,121.484797,31.275801-121.484797
838,31.261655,121.474716,31.261655-121.474716
840,31.258656,121.472538,31.258656-121.472538
841,31.248715,121.481228,31.248715-121.481228
848,31.24256,121.490511,31.24256-121.490511
849,31.188514,121.49841,31.188514-121.49841
851,31.178033,121.487803,31.178033-121.487803
852,31.244292,121.495265,31.244292-121.495265
858,31.237635,121.476519,31.237635-121.476519
859,31.240686,121.480699,31.240686-121.480699
876,31.168125,121.503534,31.168125-121.503534
879,31.180581,121.527653,31.180581-121.527653
880,31.230277,121.448573,31.230277-121.448573
886,31.241223,121.45891,31.241223-121.45891
889,31.251619,121.486701,31.251619-121.486701
890,31.246573,121.509144,31.246573-121.509144
895,31.228927,121.486896,31.228927-121.486896
903,31.240412,121.45723,31.240412-121.45723
913,31.225266,121.444323,31.225266-121.444323
1020,31.248195,121.490929,31.248195-121.490929
1021,31.227165,121.480195,31.227165-121.480195
1026,31.240869,121.481603,31.240869-121.481603
1047,31.257123,121.503291,31.257123-121.503291
1048,31.223665,121.458791,31.223665-121.458791
1066,31.217372,121.460724,31.217372-121.460724
1084,31.234225,121.525481,31.234225-121.525481
1087,31.250734,121.487731,31.250734-121.487731
1097,31.231585,121.517218,31.231585-121.517218
1104,31.243738,121.486223,31.243738-121.486223
1108,31.238561,121.455041,31.238561-121.455041
1113,31.227762,121.495598,31.227762-121.495598
1116,31.233644,121.525549,31.233644-121.525549
1121,31.251584,121.4917,31.251584-121.4917
1167,31.230748,121.485488,31.230748-121.485488
1178,41.677262,125.960124,41.677262-125.960124
1179,31.245242,121.479617,31.245242-121.479617
1182,31.206958,121.591146,31.206958-121.591146
1185,31.214719,121.624972,31.214719-121.624972
1188,31.154675,121.81374,31.154675-121.81374
1191,30.963494,121.160188,30.963494-121.160188
1192,31.232853,121.486408,31.232853-121.486408
1193,31.215428,121.660427,31.215428-121.660427
1194,31.249918,121.47846,31.249918-121.47846
1195,31.242261,121.507912,31.242261-121.507912
1204,31.243463,121.4907,31.243463-121.4907
1207,31.238593,121.450062,31.238593-121.450062
1208,31.25079,121.48933,31.25079-121.48933
1224,31.240561,121.459431,31.240561-121.459431
1228,31.234688,121.502656,31.234688-121.502656
1229,31.252974,121.502684,31.252974-121.502684
1237,31.222119,121.454078,31.222119-121.454078
1286,31.228755,121.523626,31.228755-121.523626
1328,31.247955,121.495452,31.247955-121.495452
1329,31.25037,121.488549,31.25037-121.488549
1334,31.174053,121.282683,31.174053-121.282683
1411,31.127837,121.380654,31.127837-121.380654
1430,31.045101,121.223676,31.045101-121.223676
1464,31.140855,121.360032,31.140855-121.360032
1514,31.025763,121.541983,31.025763-121.541983
1540,31.147903,121.403379,31.147903-121.403379
1558,31.036404,121.272345,31.036404-121.272345
1571,31.025227,121.44251,31.025227-121.44251
1598,31.19232,121.142889,31.19232-121.142889
1626,31.099642,121.449578,31.099642-121.449578
1661,31.10888,121.390919,31.10888-121.390919
1694,31.157536,121.203337,31.157536-121.203337
1761,31.146522,121.352501,31.146522-121.352501
1872,31.021245,121.226791,31.021245-121.226791
1883,31.038964,121.2261,31.038964-121.2261
1885,31.131231,121.398758,31.131231-121.398758
1964,31.131416,121.429704,31.131416-121.429704
1981,31.143754,121.434357,31.143754-121.434357
1991,31.142941,121.443942,31.142941-121.443942
2015,31.111821,121.385462,31.111821-121.385462
2085,31.074013,121.407487,31.074013-121.407487
2105,31.042415,121.482986,31.042415-121.482986
2116,31.016895,121.42971,31.016895-121.42971
2134,31.002479,121.390889,31.002479-121.390889
2141,31.158843,121.127268,31.158843-121.127268
2159,31.178359,121.279284,31.178359-121.279284
2186,31.15228,121.118001,31.15228-121.118001
2204,31.120864,121.389141,31.120864-121.389141
2256,31.111396,121.379353,31.111396-121.379353
2308,31.012788,121.228073,31.012788-121.228073
2309,31.030657,121.236586,31.030657-121.236586
2318,46.247857,128.762232,46.247857-128.762232
2319,31.108792,121.061126,31.108792-121.061126
2328,31.114038,121.415096,31.114038-121.415096
2372,31.045068,121.232113,31.045068-121.232113
2373,31.129955,121.336848,31.129955-121.336848
2414,31.124501,121.32791,31.124501-121.32791
2441,31.011339,121.296295,31.011339-121.296295
2443,31.031459,121.300841,31.031459-121.300841
2482,31.084634,120.989297,31.084634-120.989297
2483,31.122623,121.433813,31.122623-121.433813
2527,31.141982,121.459872,31.141982-121.459872
2539,31.045834,121.408322,31.045834-121.408322
2594,31.015724,121.40907,31.015724-121.40907
2614,31.018176,121.418004,31.018176-121.418004
2659,31.038725,121.464203,31.038725-121.464203
2660,31.03333,121.427385,31.03333-121.427385
2721,31.044667,121.46191,31.044667-121.46191
2751,31.019533,121.388705,31.019533-121.388705
2763,31.128227,121.45441,31.128227-121.45441
2788,31.062583,121.44986,31.062583-121.44986
2802,24.284812,102.999068,24.284812-102.999068
2810,31.098558,121.377147,31.098558-121.377147
2832,31.102445,121.413911,31.102445-121.413911
2869,31.069757,121.399847,31.069757-121.399847
2902,31.137509,121.40768,31.137509-121.40768
3035,31.120714,121.42693,31.120714-121.42693
3159,31.106089,121.039819,31.106089-121.039819
3170,31.157362,121.221594,31.157362-121.221594
3180,30.982046,121.207872,30.982046-121.207872
3202,31.117005,121.271194,31.117005-121.271194
3271,31.124664,121.323455,31.124664-121.323455
3320,31.087306,121.275545,31.087306-121.275545
3350,31.06623,121.321933,31.06623-121.321933
3355,31.021462,121.321255,31.021462-121.321255
3361,31.009423,121.245898,31.009423-121.245898
3395,31.020065,121.23311,31.020065-121.23311
3444,31.038291,121.194794,31.038291-121.194794
3473,31.057696,121.207516,31.057696-121.207516
3476,31.071955,121.234457,31.071955-121.234457
3489,31.019982,121.244295,31.019982-121.244295
3514,31.011886,121.234971,31.011886-121.234971
3547,31.007327,121.431151,31.007327-121.431151
3559,31.005717,121.202014,31.005717-121.202014
3571,31.01217,121.265575,31.01217-121.265575
3589,31.040378,121.255563,31.040378-121.255563
3636,31.024911,121.255017,31.024911-121.255017
3639,31.08093,121.159291,31.08093-121.159291
3679,31.019691,121.249497,31.019691-121.249497
3708,31.015452,121.154814,31.015452-121.154814
3739,30.954604,121.333773,30.954604-121.333773
3793,31.142865,121.330843,31.142865-121.330843
3819,31.104981,121.360938,31.104981-121.360938
3839,31.096325,121.341209,31.096325-121.341209
3871,31.13756,121.339005,31.13756-121.339005
3921,31.077825,121.33981,31.077825-121.33981
3990,31.118723,121.248449,31.118723-121.248449
4006,31.134254,121.280533,31.134254-121.280533
4038,31.138371,121.416975,31.138371-121.416975
4063,31.115176,121.36579,31.115176-121.36579
4091,31.039155,121.241352,31.039155-121.241352
4092,31.116021,121.287621,31.116021-121.287621
4180,31.212113,121.444193,31.212113-121.444193
4182,31.1744,121.285083,31.1744-121.285083
4241,31.051731,121.423756,31.051731-121.423756
4244,31.050708,121.217094,31.050708-121.217094
4274,31.015959,121.227509,31.015959-121.227509
4299,30.996346,121.297687,30.996346-121.297687
4303,31.134484,121.42764,31.134484-121.42764
4305,30.893975,121.016922,30.893975-121.016922
4312,31.307215,121.486962,31.307215-121.486962
4357,30.893084,121.252519,30.893084-121.252519
4367,30.834815,121.197836,30.834815-121.197836
4376,30.796356,121.199264,30.796356-121.199264
4378,31.075231,121.436269,31.075231-121.436269
4389,31.105352,121.438535,31.105352-121.438535
4409,31.090076,121.406999,31.090076-121.406999
4430,31.012926,121.423939,31.012926-121.423939
4459,31.120753,121.381579,31.120753-121.381579
4503,31.150193,121.45419,31.150193-121.45419
4565,31.019246,121.250749,31.019246-121.250749
4611,31.147783,121.366475,31.147783-121.366475
4649,31.121152,121.141999,31.121152-121.141999
4672,31.007639,121.416247,31.007639-121.416247
4674,31.069261,121.375484,31.069261-121.375484
4709,31.130891,121.472384,31.130891-121.472384
4724,31.100465,121.401931,31.100465-121.401931
4743,31.10114,121.181649,31.10114-121.181649
4779,30.97533,121.271449,30.97533-121.271449
4784,31.054594,121.339133,31.054594-121.339133
4828,31.063923,121.353076,31.063923-121.353076
4881,31.066368,121.2082,31.066368-121.2082
4906,31.00153,121.235235,31.00153-121.235235
4908,31.035335,121.117893,31.035335-121.117893
4910,31.149628,121.43924,31.149628-121.43924
4956,31.121932,121.33481,31.121932-121.33481
5016,31.018376,121.40507,31.018376-121.40507
5025,31.080824,121.390896,31.080824-121.390896
5055,31.108876,121.345256,31.108876-121.345256
5095,31.04822,121.231928,31.04822-121.231928
5104,30.962059,121.244644,30.962059-121.244644
5107,31.087224,121.466989,31.087224-121.466989
5108,30.957104,121.146044,30.957104-121.146044
5111,31.121363,121.369095,31.121363-121.369095
5138,31.032565,121.409407,31.032565-121.409407
5161,30.939177,121.223182,30.939177-121.223182
5170,30.774911,121.259927,30.774911-121.259927
5173,31.113798,121.382691,31.113798-121.382691
5175,30.889117,121.317123,30.889117-121.317123
5176,31.163201,121.11139,31.163201-121.11139
5184,31.023331,121.315006,31.023331-121.315006
5189,31.038201,121.216468,31.038201-121.216468
5209,31.042348,121.28911,31.042348-121.28911
5212,31.030806,121.396875,31.030806-121.396875
5214,31.132785,121.413457,31.132785-121.413457
5279,31.095884,121.350551,31.095884-121.350551
5346,31.065995,121.314532,31.065995-121.314532
5347,31.010331,121.381275,31.010331-121.381275
5351,30.994999,121.264867,30.994999-121.264867
5353,31.099755,121.009542,31.099755-121.009542
5354,30.847557,121.226776,30.847557-121.226776
5373,31.048845,121.231719,31.048845-121.231719
5379,31.11794,121.457471,31.11794-121.457471
5384,31.057816,121.413943,31.057816-121.413943
5392,30.852446,121.262447,30.852446-121.262447
5394,31.054947,120.995325,31.054947-120.995325
5395,30.920347,121.057024,30.920347-121.057024
5403,30.894639,121.21016,30.894639-121.21016
5417,30.989121,121.127308,30.989121-121.127308
5420,31.130862,121.091425,31.130862-121.091425
5473,31.113159,121.06421,31.113159-121.06421
5487,31.17665,121.132941,31.17665-121.132941
5514,30.899117,121.175731,30.899117-121.175731
5542,31.07195,121.150279,31.07195-121.150279
5586,31.167279,121.113649,31.167279-121.113649
5603,31.148785,121.115114,31.148785-121.115114
5606,31.158515,121.1384,31.158515-121.1384
5631,31.171648,121.110276,31.171648-121.110276
5636,31.143297,121.132883,31.143297-121.132883
5638,31.119806,121.071074,31.119806-121.071074
5656,30.892415,121.023553,30.892415-121.023553
5671,30.795602,121.152307,30.795602-121.152307
5680,30.930023,121.011969,30.930023-121.011969
5684,31.018041,121.055413,31.018041-121.055413
5691,30.934254,121.279662,30.934254-121.279662
5701,31.259763,121.089338,31.259763-121.089338
5703,31.132602,121.095863,31.132602-121.095863
5704,31.105808,121.038742,31.105808-121.038742
5716,30.866409,121.188512,30.866409-121.188512
5717,30.879349,121.094749,30.879349-121.094749
5719,31.159536,121.1442,31.159536-121.1442
5725,30.867598,121.198612,30.867598-121.198612
5734,31.154875,121.131226,31.154875-121.131226
5746,31.165389,121.119468,31.165389-121.119468
5748,30.889377,121.176142,30.889377-121.176142
5780,31.16691,121.115166,31.16691-121.115166
5800,31.048503,121.141872,31.048503-121.141872
5804,31.219455,121.098597,31.219455-121.098597
5830,30.938138,121.327668,30.938138-121.327668
5845,30.935029,121.186594,30.935029-121.186594
5846,30.814394,121.18284,30.814394-121.18284
5850,30.898595,121.030128,30.898595-121.030128
5879,30.898527,121.22367,30.898527-121.22367
5904,28.738742,120.640606,28.738742-120.640606
5908,31.156928,121.121902,31.156928-121.121902
5909,25.222206,117.086322,25.222206-117.086322
5911,30.957633,121.343012,30.957633-121.343012
5924,31.137582,121.083916,31.137582-121.083916
5927,31.00953,121.052076,31.00953-121.052076
5933,30.941447,121.293964,30.941447-121.293964
5950,30.975236,121.195313,30.975236-121.195313
5956,31.109998,121.164842,31.109998-121.164842
5971,31.236935,121.106513,31.236935-121.106513
5977,31.119557,121.036331,31.119557-121.036331
5991,31.012108,121.074488,31.012108-121.074488
5993,30.858416,121.035215,30.858416-121.035215
6000,30.874563,121.067902,30.874563-121.067902
6023,30.831429,121.242309,30.831429-121.242309
6036,30.900763,121.246509,30.900763-121.246509
6041,30.87366,121.082631,30.87366-121.082631
6058,31.15702,121.106352,31.15702-121.106352
6060,30.993883,121.129758,30.993883-121.129758
6064,30.837343,121.275733,30.837343-121.275733
6067,31.184426,121.15811,31.184426-121.15811
6068,31.073061,120.970637,31.073061-120.970637
6091,31.144812,121.119606,31.144812-121.119606
6125,31.176489,121.188906,31.176489-121.188906
6130,30.990942,121.12541,30.990942-121.12541
6133,30.810888,121.234763,30.810888-121.234763
6135,31.109666,121.052906,31.109666-121.052906
6159,31.098359,121.073778,31.098359-121.073778
6166,31.068626,121.108326,31.068626-121.108326
6175,31.042021,121.204506,31.042021-121.204506
6205,30.89659,121.281933,30.89659-121.281933
6217,30.88883,121.130607,30.88883-121.130607
6228,30.773575,121.14093,30.773575-121.14093
6230,31.041762,120.928733,31.041762-120.928733
6242,31.081917,121.062248,31.081917-121.062248
6251,30.866289,121.103027,30.866289-121.103027
6267,30.829105,121.180127,30.829105-121.180127
6283,30.891157,121.186557,30.891157-121.186557
6286,30.889225,121.177092,30.889225-121.177092
6289,30.900013,121.049649,30.900013-121.049649
6295,31.143835,120.935676,31.143835-120.935676
6301,31.206089,121.105074,31.206089-121.105074
6306,31.004198,121.067198,31.004198-121.067198
6310,31.05815,120.970188,31.05815-120.970188
6317,30.945561,121.150834,30.945561-121.150834
6346,30.983162,121.054057,30.983162-121.054057
6364,31.057607,121.030715,31.057607-121.030715
6365,30.909885,121.195459,30.909885-121.195459
6374,30.80226,121.311879,30.80226-121.311879
6381,30.90618,121.178287,30.90618-121.178287
6383,30.99055,121.126163,30.99055-121.126163
6412,31.010877,121.240031,31.010877-121.240031
6413,31.152177,121.172752,31.152177-121.172752
6435,31.175318,121.181299,31.175318-121.181299
6488,31.132833,121.17281,31.132833-121.17281
6498,31.185228,121.1697,31.185228-121.1697
6508,31.188696,121.181232,31.188696-121.181232
6513,31.152749,121.182589,31.152749-121.182589
6516,31.101299,120.918138,31.101299-120.918138
6520,31.046753,121.062205,31.046753-121.062205
6521,30.94602,121.106186,30.94602-121.106186
6524,31.126748,120.934108,31.126748-120.934108
6525,30.802409,121.205114,30.802409-121.205114
6526,30.918284,120.995861,30.918284-120.995861
6528,31.317987,120.619907,31.317987-120.619907
6530,31.19706,121.095538,31.19706-121.095538
6540,31.092058,121.38753,31.092058-121.38753
6629,30.956973,121.097333,30.956973-121.097333
6633,30.943662,121.155665,30.943662-121.155665
6635,30.8406,121.251681,30.8406-121.251681
6642,31.150797,121.728702,31.150797-121.728702
6648,30.893492,121.315973,30.893492-121.315973
6681,30.904648,121.173227,30.904648-121.173227
6686,30.874727,121.250912,30.874727-121.250912
6687,30.929919,121.206039,30.929919-121.206039
6698,31.053198,120.907525,31.053198-120.907525
6733,31.060659,121.399957,31.060659-121.399957
6773,31.158559,121.319801,31.158559-121.319801
6833,31.123394,121.278015,31.123394-121.278015
6888,31.121127,121.243829,31.121127-121.243829
6908,31.127539,121.389284,31.127539-121.389284
6914,31.134786,121.444969,31.134786-121.444969
6963,31.109806,121.242241,31.109806-121.242241
6991,31.058407,121.330724,31.058407-121.330724
7012,31.064763,121.396913,31.064763-121.396913
7021,31.073134,121.317814,31.073134-121.317814
7027,31.044697,121.22462,31.044697-121.22462
7031,31.145654,121.375598,31.145654-121.375598
7037,31.106759,121.398956,31.106759-121.398956
7051,31.043159,121.420296,31.043159-121.420296
7059,31.102,121.462298,31.102-121.462298
7064,31.174217,121.289644,31.174217-121.289644
7066,30.999472,121.378674,30.999472-121.378674
7086,31.184319,121.230946,31.184319-121.230946
7131,31.127217,121.335543,31.127217-121.335543
7181,39.084494,117.236165,39.084494-117.236165
7185,31.023902,121.350511,31.023902-121.350511
7189,31.116103,121.43571,31.116103-121.43571
7250,31.053362,121.431405,31.053362-121.431405
7263,31.010467,121.237408,31.010467-121.237408
7287,31.047441,121.470836,31.047441-121.470836
7293,31.139656,121.378972,31.139656-121.378972
7294,31.13264,121.32443,31.13264-121.32443
7325,31.132311,121.362691,31.132311-121.362691
7344,30.986462,121.409757,30.986462-121.409757
7350,31.01613,121.203009,31.01613-121.203009
7360,31.151421,121.279419,31.151421-121.279419
7374,31.117844,121.402074,31.117844-121.402074
7450,31.018662,121.420209,31.018662-121.420209
7455,31.024417,121.471297,31.024417-121.471297
7460,31.054506,121.460002,31.054506-121.460002
7462,31.146551,121.235394,31.146551-121.235394
7491,31.184979,121.31046,31.184979-121.31046
7506,31.209704,121.368486,31.209704-121.368486
7509,31.039725,121.225427,31.039725-121.225427
7524,31.039158,121.239632,31.039158-121.239632
7550,30.975655,121.228194,30.975655-121.228194
7568,31.325382,121.553285,31.325382-121.553285
7579,31.036623,121.377512,31.036623-121.377512
7586,31.13107,121.298444,31.13107-121.298444
7619,31.038911,121.226883,31.038911-121.226883
7636,31.045516,121.216817,31.045516-121.216817
7652,31.169488,121.349667,31.169488-121.349667
7653,31.056648,121.404326,31.056648-121.404326
7680,31.087507,121.398717,31.087507-121.398717
7685,31.068209,121.373076,31.068209-121.373076
7696,31.113501,121.393037,31.113501-121.393037
7843,31.00816,121.274391,31.00816-121.274391
7850,31.060535,121.274528,31.060535-121.274528
7851,31.026816,121.426094,31.026816-121.426094
7860,31.08111,121.263537,31.08111-121.263537
7884,31.171972,121.140685,31.171972-121.140685
7907,31.086916,121.387535,31.086916-121.387535
7944,31.060038,121.195223,31.060038-121.195223
7955,31.113744,121.341878,31.113744-121.341878
7972,31.035283,121.246093,31.035283-121.246093
7995,31.099085,121.386207,31.099085-121.386207
8146,31.139255,121.409759,31.139255-121.409759
8204,31.164195,121.330502,31.164195-121.330502
8259,31.094914,121.43682,31.094914-121.43682
8319,31.137143,121.545715,31.137143-121.545715
8329,31.012479,121.240994,31.012479-121.240994
8331,31.078365,121.404647,31.078365-121.404647
8351,30.997412,121.247239,30.997412-121.247239
8354,31.051247,121.480621,31.051247-121.480621
8367,31.059755,121.389723,31.059755-121.389723
8382,31.161635,121.286602,31.161635-121.286602
8395,31.235929,121.449652,31.235929-121.449652
8423,31.119287,121.204986,31.119287-121.204986
8435,30.998611,121.216212,30.998611-121.216212
8449,30.98383,121.235077,30.98383-121.235077
8510,31.078791,121.422082,31.078791-121.422082
8560,31.10366,121.420217,31.10366-121.420217
8565,31.125695,121.46401,31.125695-121.46401
8571,31.012212,121.413472,31.012212-121.413472
8619,31.114131,121.394475,31.114131-121.394475
8663,31.198093,121.126168,31.198093-121.126168
8696,31.120822,121.29001,31.120822-121.29001
8712,31.142218,121.413767,31.142218-121.413767
8730,31.123621,121.266561,31.123621-121.266561
8744,31.088099,121.430111,31.088099-121.430111
8772,31.058092,121.235964,31.058092-121.235964
8826,31.045964,121.420076,31.045964-121.420076
8828,31.139657,121.298915,31.139657-121.298915
8866,31.03732,121.18963,31.03732-121.18963
8883,31.036429,121.324198,31.036429-121.324198
8888,31.040309,121.308498,31.040309-121.308498
8891,31.175621,121.317835,31.175621-121.317835
8949,31.148848,121.314851,31.148848-121.314851
8993,31.176807,121.251063,31.176807-121.251063
9007,31.013082,121.391811,31.013082-121.391811
9011,31.08532,121.237002,31.08532-121.237002
9018,31.111607,121.324796,31.111607-121.324796
9046,31.109649,121.402441,31.109649-121.402441
9111,31.051162,121.311884,31.051162-121.311884
9128,31.036987,121.386554,31.036987-121.386554
9161,31.155344,121.2025,31.155344-121.2025
9200,31.082701,121.448694,31.082701-121.448694
9241,31.126179,121.378046,31.126179-121.378046
9245,30.894923,121.319564,30.894923-121.319564
9256,30.866245,121.343018,30.866245-121.343018
9288,30.816155,121.298392,30.816155-121.298392
9294,30.771941,121.373524,30.771941-121.373524
9315,30.715526,121.351073,30.715526-121.351073
9355,30.716187,121.349498,30.716187-121.349498
9424,30.72456,121.344043,30.72456-121.344043
9461,30.790922,121.348126,30.790922-121.348126
9467,30.718302,121.314644,30.718302-121.314644
9474,30.74139,121.380141,30.74139-121.380141
9538,30.723654,121.330778,30.723654-121.330778
9563,30.73407,121.350673,30.73407-121.350673
9606,30.747024,121.287991,30.747024-121.287991
9615,30.731903,121.334173,30.731903-121.334173
9659,30.739639,121.373695,30.739639-121.373695
9667,30.719537,121.355948,30.719537-121.355948
9692,30.718108,121.283169,30.718108-121.283169
9701,30.948258,121.324472,30.948258-121.324472
9714,30.739797,121.32739,30.739797-121.32739
9760,30.733903,121.341904,30.733903-121.341904
9770,30.766975,121.362906,30.766975-121.362906
9776,30.853798,121.344272,30.853798-121.344272
9788,30.846072,121.32313,30.846072-121.32313
9789,30.749894,121.270796,30.749894-121.270796
9795,30.758612,121.320541,30.758612-121.320541
9796,30.838466,121.228977,30.838466-121.228977
9797,30.751838,121.360056,30.751838-121.360056
9807,30.808567,121.29074,30.808567-121.29074
9831,30.889897,121.320413,30.889897-121.320413
9858,30.814573,121.352883,30.814573-121.352883
9861,30.898697,121.172576,30.898697-121.172576
9864,30.730296,121.342643,30.730296-121.342643
9871,30.705762,121.33512,30.705762-121.33512
9885,30.799332,121.268825,30.799332-121.268825
9891,30.746286,121.344028,30.746286-121.344028
9915,30.736093,121.355957,30.736093-121.355957
9916,35.24116,113.276351,35.24116-113.276351
9922,30.827125,121.329382,30.827125-121.329382
9924,30.7834,121.299618,30.7834-121.299618
9925,30.741272,121.3348,30.741272-121.3348
9931,30.734301,121.25722,30.734301-121.25722
9933,30.830149,121.35652,30.830149-121.35652
9936,30.736314,121.354852,30.736314-121.354852
9944,30.716044,121.291037,30.716044-121.291037
9952,30.811433,121.309343,30.811433-121.309343
9954,30.887807,121.346419,30.887807-121.346419
9985,30.889117,121.319998,30.889117-121.319998
9993,30.77648,121.358227,30.77648-121.358227
9994,30.763589,121.264689,30.763589-121.264689
10001,30.873326,121.284335,30.873326-121.284335
10008,30.7653,121.292527,30.7653-121.292527
10009,30.903508,121.331287,30.903508-121.331287
10019,30.875057,121.324697,30.875057-121.324697
10033,30.797557,121.356113,30.797557-121.356113
10044,30.965531,121.208487,30.965531-121.208487
10046,30.741693,121.367052,30.741693-121.367052
10058,31.342417,121.40922,31.342417-121.40922
10073,31.324464,121.387532,31.324464-121.387532
10097,31.492988,121.292044,31.492988-121.292044
10102,31.308964,121.403345,31.308964-121.403345
10114,31.3065,121.429743,31.3065-121.429743
10124,31.305114,121.41898,31.305114-121.41898
10127,31.302746,121.376994,31.302746-121.376994
10131,31.276718,121.371696,31.276718-121.371696
10142,31.276349,121.39526,31.276349-121.39526
10165,31.065206,121.803371,31.065206-121.803371
10175,31.288233,121.304952,31.288233-121.304952
10194,31.353347,121.441038,31.353347-121.441038
10219,31.343106,121.455682,31.343106-121.455682
10277,31.327049,121.443238,31.327049-121.443238
10303,31.235461,121.498056,31.235461-121.498056
10318,31.382369,121.258579,31.382369-121.258579
10320,31.370457,121.470415,31.370457-121.470415
10325,31.357773,121.508693,31.357773-121.508693
10345,31.337749,121.579688,31.337749-121.579688
10371,31.260555,121.410883,31.260555-121.410883
10405,31.287814,121.355886,31.287814-121.355886
10431,31.370336,121.265507,31.370336-121.265507
10483,31.406017,121.240101,31.406017-121.240101
10490,31.313065,121.417971,31.313065-121.417971
10511,31.357217,121.439635,31.357217-121.439635
10522,31.33167,121.440751,31.33167-121.440751
10550,31.337218,121.465181,31.337218-121.465181
10607,31.354948,121.496863,31.354948-121.496863
10629,31.387987,121.495216,31.387987-121.495216
10692,31.345443,121.596458,31.345443-121.596458
10704,31.355885,121.375057,31.355885-121.375057
10716,31.31394,121.382812,31.31394-121.382812
10776,31.468523,121.425585,31.468523-121.425585
10792,31.318369,121.407014,31.318369-121.407014
10854,31.316181,121.405014,31.316181-121.405014
10869,31.313444,121.309439,31.313444-121.309439
10871,31.405231,121.506638,31.405231-121.506638
10912,31.246097,121.39928,31.246097-121.39928
10937,31.441487,121.179013,31.441487-121.179013
10942,31.327484,121.406697,31.327484-121.406697
10985,31.260835,121.366953,31.260835-121.366953
11002,31.255942,121.38141,31.255942-121.38141
11014,31.266232,121.402951,31.266232-121.402951
11018,31.320829,121.389518,31.320829-121.389518
11021,31.291773,121.203129,31.291773-121.203129
11022,31.24448,121.37062,31.24448-121.37062
11058,31.346682,121.49352,31.346682-121.49352
11072,31.339206,121.453188,31.339206-121.453188
11080,31.473557,121.331298,31.473557-121.331298
11090,31.282237,121.42091,31.282237-121.42091
11107,31.337262,121.473928,31.337262-121.473928
11170,31.407391,121.490586,31.407391-121.490586
11171,31.283959,121.416644,31.283959-121.416644
11201,31.488248,121.349833,31.488248-121.349833
11214,31.415226,121.349387,31.415226-121.349387
11215,31.460409,121.401649,31.460409-121.401649
11228,31.420016,121.44113,31.420016-121.44113
11243,31.355465,121.412867,31.355465-121.412867
11311,31.402222,121.493387,31.402222-121.493387
11336,31.200882,121.446511,31.200882-121.446511
11392,31.420803,121.280523,31.420803-121.280523
11393,31.415595,121.188844,31.415595-121.188844
11401,31.359545,121.18156,31.359545-121.18156
11403,31.321416,121.215,31.321416-121.215
11430,31.301132,121.177821,31.301132-121.177821
11436,31.273767,121.222048,31.273767-121.222048
11461,31.293561,121.362372,31.293561-121.362372
